Production Year,Production Date Entered,Operator,County,Town,Field,Producing Formation,Active Oil Wells,Inactive Oil Wells,Active Gas Wells,Inactive Gas Wells,Injection Wells,Disposal Wells,Self-use Well,"Oil Produced, bbl","Gas Produced, Mcf","Water produced, bbl","Taxable Gas, Mcf",Purchaser Codes,Location
1998,1999-04-07,"Pan Energy Company, Inc.",Erie,NORTH COLLINS,NORTH COLLINS,MEDINA,0,0,3,0,0,0,NO,0,3165,0,2765,GX,"NORTH COLLINS, NY
(42.595159, -78.940951)"
1998,1999-04-07,"Pan Energy Company, Inc.",Erie,ORCHARD PARK,WEST SENECA,MEDINA,0,0,1,0,0,0,NO,0,3972,0,3722,GX,"ORCHARD PARK, NY
(42.767456, -78.743906)"
1998,1999-04-07,"Pefley Oil & Gas, Inc.",Wyoming,SHELDON,DUTCH HOLLOW,UPPER DEVONIAN,0,0,1,0,0,0,YES,0,170,0,0,unknown,"SHELDON, NY
(42.737258, -78.418146)"
1998,1999-05-18,"Patterson, Robert",Chautauqua,PORTLAND,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,275,0,0,unknown,"PORTLAND, NY
(42.379838, -79.467344)"
1998,1999-02-18,"Parmelee, Terrence G. E.",Chautauqua,ELLERY,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,100,0,0,unknown,"ELLERY, NY
(42.159868, -79.393216)"
1998,1999-02-16,"Partyka, Pauline D.",Chautauqua,VILLENOVA,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,0,0,0,unknown,"VILLENOVA, NY
(42.391743, -79.119456)"
1998,1999-04-07,"Pefley Oil & Gas, Inc.",Erie,ORCHARD PARK,ORCHARD PARK-HAMBURG,MEDINA,0,0,12,0,0,0,NO,0,12169,0,9920,GK,"ORCHARD PARK, NY
(42.767456, -78.743906)"
1998,1999-04-07,"Pan Energy Company, Inc.",Genesee,PEMBROKE,ALDEN-LANCASTER,MEDINA,0,0,1,0,0,0,NO,0,1441,0,1241,GX,"PEMBROKE, NY
(42.997549, -78.435048)"
1998,1999-04-07,"Pefley Oil & Gas, Inc.",Erie,ORCHARD PARK,ORCHARD PARK-HAMBURG,MEDINA,0,0,2,0,0,0,NO,0,2012,0,1600,GK,"ORCHARD PARK, NY
(42.767456, -78.743906)"
1998,1999-05-28,"Paulter, Thomas",Erie,NEWSTEAD,ALDEN-LANCASTER,MEDINA,0,0,0,1,0,0,INACTIVE,0,0,0,0,unknown,"NEWSTEAD, NY
(43.021136, -78.495603)"
1998,1999-04-07,"Pefley Oil & Gas, Inc.",Erie,ORCHARD PARK,WEST SENECA,MEDINA,0,0,1,0,0,0,YES,0,427,4,0,unknown,"ORCHARD PARK, NY
(42.767456, -78.743906)"
1998,1999-04-07,"Pefley Oil & Gas, Inc.",Erie,ORCHARD PARK,CHESTNUT RIDGE,ONONDAGA,0,0,1,0,0,0,NO,0,809,0,602,GK,"ORCHARD PARK, NY
(42.767456, -78.743906)"
1998,1999-01-19,Panama Central School District,Chautauqua,HARMONY,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,3200,0,0,unknown,"HARMONY, NY
(42.074924, -79.486378)"
1998,1999-04-07,"Pan Energy Company, Inc.",Erie,ORCHARD PARK,GLENWOOD,MEDINA,0,0,1,0,0,0,NO,0,120,0,0,GX,"ORCHARD PARK, NY
(42.767456, -78.743906)"
1999,2000-02-02,Estate of Homer A. Keith,Oneida,SANGERFIELD,SANGERFIELD,HERKIMER,0,0,1,0,0,0,YES,0,0,0,0,unknown,"SANGERFIELD, NY
(42.894289, -75.370637)"
1999,2000-03-23,Fault Line Oil Corporation,Cattaraugus,ASHFORD,ASHFORD,MEDINA,0,0,9,3,0,0,NO,0,8814,4,8814,GX,"ASHFORD, NY
(42.403846, -78.612179)"
1999,2000-03-23,"Field Service, Inc.",Erie,EDEN,BRANT-EDEN,MEDINA,0,0,1,0,0,0,NO,0,1462,3,1462,GX,"EDEN, NY
(42.652413, -78.896936)"
1999,2000-03-23,Fault Line Oil Corporation,Cattaraugus,YORKSHIRE,CHAFFEE-ARCADE,MEDINA,0,0,14,3,0,0,NO,0,19227,0,19227,GX,"YORKSHIRE, NY
(42.530173, -78.472591)"
1999,2000-03-20,Fea Gas Co.,Chautauqua,SHERIDAN,LAKESHORE,MEDINA,0,0,1,0,0,0,NO,0,2952,0,2952,GK,"SHERIDAN, NY
(42.485764, -79.241801)"
1999,2000-03-23,Fault Line Oil Corporation,Wyoming,ARCADE,CHAFFEE-ARCADE,MEDINA,0,0,12,1,0,0,NO,0,19051,7,19051,GX,"ARCADE, NY
(42.534125, -78.423151)"
1999,2000-03-23,Fault Line Oil Corporation,Cattaraugus,MACHIAS,HOG HOLLOW,MEDINA,0,0,0,1,0,0,INACTIVE,0,0,0,0,unknown,"MACHIAS, NY
(42.416255, -78.493246)"
1999,2000-02-11,Gerald M. & Jewell F. Mooney Revoc. Living Trust,Chautauqua,RIPLEY,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,78,0,0,unknown,"RIPLEY, NY
(42.266859, -79.710476)"
1999,2000-04-10,"GFS Energy, Inc.",Chautauqua,HARMONY,LAKESHORE,MEDINA,0,0,2,0,0,0,NO,0,3932,0,3623,GH,"HARMONY, NY
(42.074924, -79.486378)"
1999,2000-04-04,"Gernatt, Thomas E. & Phylis",Erie,COLLINS,NORTH COLLINS,AKRON,0,0,1,0,0,0,YES,0,0,0,0,unknown,"COLLINS, NY
(42.496522, -78.914064)"
1999,2000-04-10,"GFS Energy, Inc.",Chautauqua,ARKWRIGHT,LAKESHORE,MEDINA,0,0,6,0,0,0,NO,0,9987,205,9987,GK,"ARKWRIGHT, NY
(42.406943, -79.236356)"
1999,2000-04-10,"GFS Energy, Inc.",Chautauqua,NORTH HARMONY,LAKESHORE,MEDINA,0,0,2,0,0,0,NO,0,4242,329,4242,GH,"NORTH HARMONY, NY
(42.094296, -79.374999)"
1999,2000-04-10,"GFS Energy, Inc.",Chautauqua,ELLINGTON,LAKESHORE,MEDINA,0,0,1,0,0,0,NO,0,1635,75,1068,GH,"ELLINGTON, NY
(42.215868, -79.108075)"
1999,2000-04-11,"GFS Energy, Inc.",Chautauqua,CHAUTAUQUA,LAKESHORE,MEDINA,0,0,1,0,0,0,NO,0,2699,0,2699,GK,"CHAUTAUQUA, NY
(42.251704, -79.501693)"
1999,2000-04-10,"GFS Energy, Inc.",Chautauqua,NORTH HARMONY,NORTH HARMONY,BASS ISLAND,1,0,1,1,0,0,NO,187,1154,99,1154,"GH,OD","NORTH HARMONY, NY
(42.094296, -79.374999)"
1999,2000-02-03,"Gerry Homes, Inc., The",Chautauqua,GERRY,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,6,0,0,unknown,"GERRY, NY
(42.194749, -79.250394)"
1999,2000-04-10,"GFS Energy, Inc.",Chautauqua,GERRY,GERRY-CHARLOTTE,BASS ISLAND,0,0,1,0,0,0,NO,0,4884,35,4884,GK,"GERRY, NY
(42.194749, -79.250394)"
1999,2000-04-10,"GFS Energy, Inc.",Chautauqua,DUNKIRK,LAKESHORE,MEDINA,0,0,6,0,0,0,NO,0,6351,30,6361,GK,"DUNKIRK, NY
(42.481338, -79.333958)"
1999,2000-04-10,"GFS Energy, Inc.",Chautauqua,ELLICOTT,LAKESHORE,MEDINA,0,0,2,0,0,0,NO,0,2885,55,2885,GK,"ELLICOTT, NY
(42.734402, -78.731697)"
1999,2000-02-02,Wells College,Cayuga,LEDYARD,WELLS COLLEGE,QUEENSTON,0,0,1,0,0,0,YES,0,1,0,0,unknown,"LEDYARD, NY
(42.695135, -76.621656)"
1999,2000-03-29,"Weil Resources, Inc.",Erie,ORCHARD PARK,TRAVERS,ONONDAGA,1,0,0,0,0,0,NO,66,66,0,66,"GK,OD","ORCHARD PARK, NY
(42.767456, -78.743906)"
1999,2001-08-13,"Weise, Russell A. Jr. & Kay P.",Chautauqua,SHERMAN,LAKESHORE,MEDINA,0,0,3,0,0,0,YES,0,1250,0,0,unknown,"SHERMAN, NY
(42.159351, -79.595176)"
1999,2000-03-29,"Weil Resources, Inc.",Erie,BRANT,BRANT-EDEN,MEDINA,0,0,0,1,0,0,INACTIVE,0,0,0,0,unknown,"BRANT, NY
(42.58859, -79.044449)"
1999,2000-06-02,"Weil Resources, Inc.",Erie,AURORA,CENTRAL WALES,ONONDAGA,0,0,0,3,0,0,INACTIVE,0,0,0,0,unknown,"AURORA, NY
(42.753982, -76.70241)"
1999,2000-03-29,"Weil Resources, Inc.",Erie,CONCORD,CONCORD-ONONDAGA,ONONDAGA,0,0,0,1,0,0,INACTIVE,0,0,0,0,unknown,"CONCORD, NY
(42.535259, -78.731387)"
1999,2000-03-23,"Witkowski, Dave",Erie,ELMA,ELMA,MEDINA,0,0,1,0,0,0,NO,0,330,0,330,GK,"ELMA, NY
(42.822476, -78.636722)"
1999,2000-03-23,"Witkowski, Dave",Chautauqua,STOCKTON,LAKESHORE,MEDINA,0,0,1,0,0,0,NO,0,5035,20,5035,GK,"STOCKTON, NY
(42.316097, -79.359685)"
1999,2000-03-14,"Wojcik, Anthony",Erie,LANCASTER,ALDEN-LANCASTER,MEDINA,0,0,1,0,0,0,YES,0,925,0,0,unknown,"LANCASTER, NY
(42.892784, -78.676417)"
1999,2000-02-09,"Wood, David A.",Cattaraugus,OLEAN,BRADFORD,BRADFORD,4,3,0,0,0,0,NO,424,4,20,0,OD,"OLEAN, NY
(42.077495, -78.429849)"
1999,2000-03-23,"Witkowski, Dave",Chautauqua,CHERRY CREEK,LAKESHORE,MEDINA,0,0,1,0,0,0,NO,0,3230,60,2730,GX,"CHERRY CREEK, NY
(42.296322, -79.099108)"
1970,1994-09-29,Worldwide Energy Corp.,Yates,BENTON,DRY WILDCAT,MEDINA,0,0,0,3,0,0,INACTIVE,0,5677,0,5677,GX,"BENTON, NY
(42.717561, -77.049243)"
1970,1994-09-29,P & N Oil Co.,Cattaraugus,ALLEGANY,CHIPMUNK,CHIPMUNK,3,0,0,0,0,0,NO,649,0,0,0,"OA,OC","ALLEGANY, NY
(42.088061, -78.491258)"
1967,1994-10-07,Consolidated Gas Supply Corp.,Madison,LEBANON,LEBANON,ONEIDA,0,0,0,0,0,0,YES,0,1427,0,0,unknown,"LEBANON, NY
(42.780748, -75.647667)"
1968,1994-10-05,Weaver Gas Well Management,Genesee,PAVILION,UHLEY CORNERS-CALEDONIA,MEDINA,0,0,2,0,0,0,NO,0,28371,228,28371,GX,"PAVILION, NY
(42.876072, -78.02272)"
1970,1994-09-29,Valley Gas Corp.,Genesee,PAVILION,PAVILION,MEDINA,0,0,5,0,0,0,NO,0,8149,0,8149,GX,"PAVILION, NY
(42.876072, -78.02272)"
1967,1994-10-07,Willets & Paul Corp.,Allegany,GENESEE,RICHBURG,RICHBURG,35,26,0,0,0,0,NO,17250,0,30000,0,OB,"GENESEE, NY
(42.02693, -78.205893)"
1970,1994-09-29,Consolidated Gas Supply Corp.,Livingston,LEICESTER,LEICESTER,MEDINA,0,0,8,0,0,0,NO,0,53113,0,53113,GX,"LEICESTER, NY
(42.772104, -77.898295)"
1967,1994-10-07,Frank H. Stephan Oil Group,Cattaraugus,ALLEGANY,BRADFORD,BRADFORD,106,0,0,0,0,0,NO,5720,0,15250,0,OC,"ALLEGANY, NY
(42.088061, -78.491258)"
1970,1994-09-29,Williams Brothers Oil Co.,Cattaraugus,ALLEGANY,BRADFORD,BRADFORD,50,3,0,0,0,0,NO,896,0,0,0,"OA,OC","ALLEGANY, NY
(42.088061, -78.491258)"
1970,1994-09-28,"Edwards, Nathan B Jr",Steuben,WEST UNION,BEECH HILL-INDEPENDENCE,FULMER VALLEY,8,0,0,0,0,0,NO,82,0,0,0,OB,"WEST UNION, NY
(42.094951, -77.725816)"
1970,1994-09-29,Bradley Producing Corp.,Ontario,EAST BLOOMFIELD,EAST BLOOMFIELD,MEDINA,0,0,5,0,0,0,NO,0,43066,0,43066,GX,"EAST BLOOMFIELD, NY
(42.895208, -77.434959)"
1970,1994-09-30,Iroquois Gas Corp.,Erie,DARIEN,ALDEN-LANCASTER,MEDINA,0,0,7,0,0,0,NO,0,4493,0,4493,GX,"DARIEN, NY
(42.902048, -78.350767)"
1971,1994-09-23,"Hitchcock, Glen",Cattaraugus,ALLEGANY,BRADFORD,BRADFORD,10,0,0,0,0,0,NO,89,0,0,0,OA,"ALLEGANY, NY
(42.088061, -78.491258)"
1969,1994-10-04,Evinczik M. & Evinczik J.T.,Chautauqua,BUSTI,BUSTI,GLADE,1,0,0,0,0,0,NO,388,0,0,0,OB,"BUSTI, NY
(42.038067, -79.283549)"
1967,1994-10-07,Wyckoff Development Co.,Steuben,JASPER,WYCKOFF,ORISKANY,0,0,0,2,0,0,NO,0,1100,0,1100,GX,"JASPER, NY
(42.12254, -77.503328)"
1969,1994-09-30,Iroquois Gas Corp.,Erie,WALES,WALES,MEDINA,0,0,2,2,0,0,NO,0,3771,0,3771,GX,"WALES, NY
(42.709353, -78.577478)"
1970,1994-09-28,"Bunnell, Herbert F.",Allegany,BOLIVAR,RICHBURG,WAUGH & PORTER,42,0,0,0,0,0,NO,3225,0,0,0,OB,"BOLIVAR, NY
(42.066701, -78.167667)"
1968,1994-10-05,"Chapman,  C.W.",Chautauqua,BUSTI,BUSTI,GLADE,1,0,0,0,0,0,NO,60,0,160,0,OB,"BUSTI, NY
(42.038067, -79.283549)"
1969,1994-10-03,"Yahn & Yahn, Inc.",Steuben,WEST UNION,BEECH HILL-INDEPENDENCE,FULMER VALLEY,10,0,0,0,0,0,NO,2922,0,0,0,OB,"WEST UNION, NY
(42.094951, -77.725816)"
1971,1994-09-23,"Gallets, Clair F",Cattaraugus,ALLEGANY,BRADFORD,CHIPMUNK,1,0,0,0,0,0,NO,26,0,0,0,OA,"ALLEGANY, NY
(42.088061, -78.491258)"
1970,1994-09-29,"Alden Aurora Gas Co.,  Inc.",Erie,ALDEN,ALDEN-LANCASTER,MEDINA,0,0,11,0,0,0,NO,0,739,0,739,GX,"ALDEN, NY
(42.900146, -78.4922)"
1968,1994-09-30,Iroquois Gas Corp.,Genesee,PEMBROKE,ALDEN-LANCASTER,MEDINA,0,0,4,0,0,0,NO,0,4345,0,4345,GX,"PEMBROKE, NY
(42.997549, -78.435048)"
1970,1994-09-28,Richardson Petroleum Corp.,Allegany,INDEPENDENCE,BEECH HILL-INDEPENDENCE,FULMER VALLEY,114,0,0,0,56,0,NO,31943,19128,0,19128,"GX,OB","INDEPENDENCE, NY
(42.088045, -77.781386)"
1971,1994-09-23,Gemini Oil Company,Chautauqua,BUSTI,BUSTI,GLADE,13,0,0,0,0,0,NO,9590,0,0,0,OB,"BUSTI, NY
(42.038067, -79.283549)"
1968,1994-10-05,"Ebenezer Oil Co., Inc.",Allegany,WIRT,RICHBURG,RICHBURG,9,3,0,0,0,0,NO,230,0,0,0,OB,"WIRT, NY
(42.137408, -78.150594)"
1969,1994-10-03,Vosburg Oil Co.,Allegany,BOLIVAR,RICHBURG,RICHBURG,123,0,0,0,0,0,NO,34333,0,0,0,OB,"BOLIVAR, NY
(42.066701, -78.167667)"
1967,1994-09-30,Iroquois Gas Corp.,Genesee,DARIEN,ALDEN-LANCASTER,MEDINA,0,0,7,0,0,0,NO,0,8154,0,8154,GX,"DARIEN, NY
(42.902048, -78.350767)"
1969,1994-10-04,Pavilion Natural Gas Co.,Genesee,PAVILION,PAVILION,MEDINA,0,0,16,0,0,0,NO,0,24349,0,24349,GX,"PAVILION, NY
(42.876072, -78.02272)"
1969,1994-10-04,Goldenrod Oil Co.,Cattaraugus,ALLEGANY,FOUR MILE,BRADFORD,4,0,0,0,0,0,NO,173,0,260,0,OA,"ALLEGANY, NY
(42.088061, -78.491258)"
1969,1994-10-04,Ginell Oil & Gas Association.,Erie,HAMBURG,LAKEVIEW,MEDINA,0,0,2,0,0,0,NO,0,54000,0,54000,GX,"HAMBURG, NY
(42.723291, -78.839026)"
1969,1994-09-30,Iroquois Gas Corp.,Erie,NEWSTEAD,ALDEN-LANCASTER,MEDINA,0,0,6,0,0,0,NO,0,3162,0,3162,GX,"NEWSTEAD, NY
(43.021136, -78.495603)"
1969,1994-09-30,Iroquois Gas Corp.,Genesee,PAVILION,ROANOKE,MEDINA,0,0,6,0,0,0,NO,0,5186,0,5186,GX,"PAVILION, NY
(42.876072, -78.02272)"
1970,1994-09-29,Don Angle Co.,Chautauqua,BUSTI,BUSTI,GLADE,10,0,0,0,0,0,NO,9106,0,0,0,OB,"BUSTI, NY
(42.038067, -79.283549)"
1969,1994-10-03,"Jones, Merle R",Allegany,BOLIVAR,RICHBURG,RICHBURG,35,6,0,0,0,0,NO,1409,0,0,0,OB,"BOLIVAR, NY
(42.066701, -78.167667)"
1968,1994-10-05,Lenco Drilling Co.,Cattaraugus,ALLEGANY,FIVE MILE,BRADFORD,5,0,0,0,0,0,NO,744,0,0,0,OC,"ALLEGANY, NY
(42.088061, -78.491258)"
1970,1994-09-28,"Taylor, Mrs. C. Nell",Allegany,BOLIVAR,RICHBURG,RICHBURG,51,0,0,0,0,0,NO,2675,0,0,0,OB,"BOLIVAR, NY
(42.066701, -78.167667)"
1967,1994-09-30,Iroquois Gas Corp.,Steuben,WEST UNION,WEST UNION,ORISKANY,0,0,1,0,0,0,NO,0,145,0,145,GX,"WEST UNION, NY
(42.094951, -77.725816)"
1967,1994-10-07,Consolidated Gas Supply Corp.,Wyoming,COVINGTON,LEICESTER,MEDINA,0,0,3,0,0,0,NO,0,7466,0,7466,GX,"COVINGTON, NY
(42.853421, -78.010388)"
1968,1994-10-05,Great Lakes Gas Corp.,Wyoming,ATTICA,DANLEY CORNERS,QUEENSTON,0,0,1,0,0,0,NO,0,3398,0,3398,GX,"ATTICA, NY
(42.864011, -78.280509)"
1969,1994-10-04,"Evinczik, Joseph A",Chautauqua,BUSTI,BUSTI,GLADE,1,0,2,0,0,0,NO,1225,0,0,0,OB,"BUSTI, NY
(42.038067, -79.283549)"
1968,1994-10-05,"Glass,  Theodore G.",Chautauqua,BUSTI,BUSTI,GLADE,6,1,0,0,0,0,NO,1004,20,150,0,OB,"BUSTI, NY
(42.038067, -79.283549)"
1969,1994-10-03,Messer Oil Corp.,Allegany,BOLIVAR,RICHBURG,RICHBURG,54,195,1,10,0,0,NO,7940,1870,0,0,OB,"BOLIVAR, NY
(42.066701, -78.167667)"
1970,1994-09-29,Sturdevant Oil Co.,Cattaraugus,ALLEGANY,BRADFORD,BRADFORD,31,14,0,0,0,0,NO,1508,0,0,0,OC,"ALLEGANY, NY
(42.088061, -78.491258)"
1968,1994-09-30,Iroquois Gas Corp.,Ontario,RICHMOND,WEST BLOOMFIELD,MEDINA,0,0,2,0,0,0,NO,0,2050,0,2050,GX,"RICHMOND, NY
(42.790065, -77.516695)"
1967,1994-10-07,"Bunnell, Herbert F.",Allegany,ANDOVER,FULMER VALLEY,FULMER VALLEY,18,18,0,0,0,0,NO,0,0,0,0,OB,"ANDOVER, NY
(42.156405, -77.795231)"
1971,1994-09-23,Hunt Oil Co.,Allegany,ALMA,FORD'S BROOK,RICHBURG,26,0,0,0,0,0,NO,326,0,3500,0,OB,"ALMA, NY
(42.012207, -78.060759)"
1970,1994-09-28,"Smith, James & Katherine",Allegany,GENESEE,RICHBURG,RICHBURG,15,0,0,0,0,0,NO,1235,0,0,0,OB,"GENESEE, NY
(42.02693, -78.205893)"
1970,1994-09-29,"Peterson, JoAnn, Kunn, Nancy/Dutka Estate",Cattaraugus,CARROLLTON,BRADFORD,BRADFORD,9,0,0,0,0,0,NO,229,0,0,0,OC,"CARROLLTON, NY
(42.023289, -78.628438)"
1969,1994-10-04,Consolidated Gas Supply Corp.,Wyoming,COVINGTON,LEICESTER,MEDINA,0,0,2,2,0,0,NO,0,3753,0,3753,GX,"COVINGTON, NY
(42.853421, -78.010388)"
1969,1994-10-04,"Seaport Natural Gas Co., Inc.",Erie,EVANS,LAKEVIEW,MEDINA,0,0,2,0,0,0,NO,0,13295,0,13006,GX,"EVANS, NY
(42.638457, -79.027689)"
1968,1994-09-30,Iroquois Gas Corp.,Erie,NORTH COLLINS,NORTH COLLINS,AKRON,0,0,7,1,0,0,NO,0,13269,0,13269,GX,"NORTH COLLINS, NY
(42.595159, -78.940951)"
1970,1994-09-28,"Bunnell, Herbert F.",Allegany,ALMA,FORD'S BROOK,RICHBURG,46,0,0,0,0,0,NO,1394,0,0,0,OB,"ALMA, NY
(42.012207, -78.060759)"
1970,1994-09-29,Goldenrod Oil Co.,Cattaraugus,ALLEGANY,CHIPMUNK,CHIPMUNK,14,15,0,0,0,0,NO,9075,0,16336,0,OA,"ALLEGANY, NY
(42.088061, -78.491258)"
1970,1994-09-30,Iroquois Gas Corp.,Erie,ALDEN,ALDEN-LANCASTER,MEDINA,0,0,11,0,0,0,NO,0,13864,0,13864,GX,"ALDEN, NY
(42.900146, -78.4922)"
1970,1994-09-29,"Granby & Hemenway Gas Co., Inc",Ontario,NAPLES,NAPLES,MARCELLUS,0,0,11,0,0,0,NO,0,7000,0,7000,GX,"NAPLES, NY
(42.613423, -77.403828)"
1970,1994-09-28,Maple Oil Co.,Allegany,BOLIVAR,RICHBURG,RICHBURG,8,0,0,0,0,0,NO,119,0,0,0,OB,"BOLIVAR, NY
(42.066701, -78.167667)"
1969,1994-10-03,"Jennings, Earl",Allegany,WIRT,RICHBURG,RICHBURG,16,0,0,0,0,0,NO,451,0,0,0,OB,"WIRT, NY
(42.137408, -78.150594)"
1970,1994-09-29,"Seaport Natural Gas Co., Inc.",Erie,EVANS,LAKEVIEW,MEDINA,0,0,2,0,0,0,NO,0,12886,0,12554,GX,"EVANS, NY
(42.638457, -79.027689)"
1970,1994-09-30,Iroquois Gas Corp.,Genesee,STAFFORD,ROANOKE,MEDINA,0,0,2,0,0,0,NO,0,2830,0,2830,GX,"STAFFORD, NY
(42.981656, -78.073476)"
1971,1994-09-23,Hunt Oil Co.,Allegany,ANDOVER,FULMER VALLEY,FULMER VALLEY,1,0,0,0,0,0,NO,0,0,0,0,OB,"ANDOVER, NY
(42.156405, -77.795231)"
1970,1994-09-29,Rochester Gas & Electric Corp.,Monroe,RIGA,CHURCHVILLE,MEDINA,0,0,1,0,0,0,NO,0,1550,0,1550,GP,"RIGA, NY
(43.069365, -77.879314)"
1968,1994-09-30,Iroquois Gas Corp.,Erie,COLLINS,COLLINS,MEDINA,0,0,4,0,0,0,NO,0,12699,0,12699,GX,"COLLINS, NY
(42.496522, -78.914064)"
1970,1994-09-29,"Nenno, Lena C.",Cattaraugus,ALLEGANY,BRADFORD,BRADFORD,14,0,0,0,0,0,NO,218,0,0,0,OA,"ALLEGANY, NY
(42.088061, -78.491258)"
1967,1994-10-07,Great Lakes Gas Corp.,Wyoming,ATTICA,DANLEY CORNERS,QUEENSTON,0,0,1,0,0,0,NO,0,4388,0,4388,GX,"ATTICA, NY
(42.864011, -78.280509)"
1969,1994-10-04,Gemini Oil Company,Chautauqua,BUSTI,BUSTI,GLADE,9,0,0,0,0,0,NO,14140,0,0,0,OB,"BUSTI, NY
(42.038067, -79.283549)"
1967,1994-09-30,Iroquois Gas Corp.,Erie,ELMA,ALDEN-LANCASTER,MEDINA,0,0,2,0,0,0,NO,0,1985,0,1985,GX,"ELMA, NY
(42.822476, -78.636722)"
1971,1994-09-23,"Ebenezer Oil Co., Inc.",Allegany,WIRT,RICHBURG,RICHBURG,67,7,0,0,0,0,NO,5089,0,0,0,OB,"WIRT, NY
(42.137408, -78.150594)"
1968,1994-10-05,"Alden Aurora Gas Co.,  Inc.",Erie,ALDEN,ALDEN-LANCASTER,MEDINA,0,0,11,0,0,0,NO,0,0,0,0,unknown,"ALDEN, NY
(42.900146, -78.4922)"
1969,1994-10-04,Ventura Oil Co.,Wyoming,PERRY,LEICESTER,MEDINA,0,0,2,0,0,0,NO,0,8403,0,8403,GX,"PERRY, NY
(42.719701, -78.000751)"
1970,1994-09-28,"Pinney, Dewey H",Allegany,ALMA,RICHBURG,RICHBURG,17,0,0,0,0,0,NO,133,0,0,0,OB,"ALMA, NY
(42.012207, -78.060759)"
1970,1994-09-29,D & D Oil Co.,Cattaraugus,ALLEGANY,BRADFORD,BRADFORD,7,0,0,0,0,0,NO,365,0,0,0,OA,"ALLEGANY, NY
(42.088061, -78.491258)"
1970,1994-09-29,O. Boyce McDivitt,Cattaraugus,OLEAN,BRADFORD,BRADFORD,19,11,0,0,0,0,NO,3029,0,0,0,OX,"OLEAN, NY
(42.077495, -78.429849)"
1968,1994-09-30,Iroquois Gas Corp.,Allegany,ANDOVER,BEECH HILL-INDEPENDENCE,ORISKANY,0,0,1,1,0,0,NO,0,49784,0,49784,GX,"ANDOVER, NY
(42.156405, -77.795231)"
1967,1994-10-07,Lenco Drilling Co.,Cattaraugus,ANDOVER,FIVE MILE,BRADFORD,2,0,0,0,0,0,NO,2397,0,0,0,OC,"ANDOVER, NY
(42.156405, -77.795231)"
1968,1994-10-05,Childs Brothers,Allegany,GENESEE,RICHBURG,RICHBURG,10,0,0,0,0,0,NO,1223,0,0,0,OB,"GENESEE, NY
(42.02693, -78.205893)"
1967,1994-10-07,Consolidated Gas Supply Corp.,Wyoming,COVINGTON,LEICESTER,MEDINA,0,0,0,0,0,0,YES,0,7466,0,0,unknown,"COVINGTON, NY
(42.853421, -78.010388)"
1970,1994-09-29,"Country Side Sand & Gravel, Inc",Cattaraugus,DAYTON,LAKESHORE,MEDINA,0,0,1,0,0,0,NO,0,499,0,0,GX,"DAYTON, NY
(42.399022, -79.003431)"
1967,1994-10-07,Pennzoil Products Co.,Cattaraugus,CARROLLTON,CHIPMUNK,CHIPMUNK,353,2,0,0,0,0,NO,179663,0,0,0,OA,"CARROLLTON, NY
(42.023289, -78.628438)"
1970,1994-09-29,"Tellinghuisen, George",Chautauqua,BUSTI,BUSTI,GLADE,3,0,0,0,0,0,NO,828,0,400,0,OB,"BUSTI, NY
(42.038067, -79.283549)"
1969,1994-10-03,Homestead Oil Co.,Allegany,BOLIVAR,RICHBURG,RICHBURG,117,24,0,0,0,0,NO,1014,0,0,0,OB,"BOLIVAR, NY
(42.066701, -78.167667)"
1968,1994-10-05,Larson Emil G.,Chautauqua,BUSTI,BUSTI,GLADE,21,2,0,0,0,0,NO,11619,0,0,0,"OA,OB","BUSTI, NY
(42.038067, -79.283549)"
1968,1994-10-05,Gemini Oil Company,Chautauqua,BUSTI,BUSTI,GLADE,5,0,0,0,0,0,NO,6301,0,0,0,OB,"BUSTI, NY
(42.038067, -79.283549)"
1970,1994-09-28,"Ebenezer Oil Co., Inc.",Allegany,INDEPENDENCE,BEECH HILL-INDEPENDENCE,RICHBURG,5,11,0,0,0,0,NO,2432,0,0,0,OB,"INDEPENDENCE, NY
(42.088045, -77.781386)"
1969,1994-10-03,"Ebenezer Oil Co., Inc.",Allegany,WIRT,RICHBURG,RICHBURG,4,3,0,0,0,0,NO,22,0,0,0,OB,"WIRT, NY
(42.137408, -78.150594)"
1968,1994-10-05,Witco Corp.,Chautauqua,BUSTI,BUSTI,GLADE,2,0,0,0,0,0,NO,341,0,0,0,OC,"BUSTI, NY
(42.038067, -79.283549)"
1968,1994-10-05,Thropp Oil & Gas Corp.,Cattaraugus,ALLEGANY,FIVE MILE,BRADFORD,14,0,0,0,0,0,NO,18215,0,0,0,OC,"ALLEGANY, NY
(42.088061, -78.491258)"
1967,1994-09-30,Iroquois Gas Corp.,Allegany,INDEPENDENCE,BEECH HILL-INDEPENDENCE,CHEMUNG,0,0,10,0,0,0,NO,0,25100,0,25100,GX,"INDEPENDENCE, NY
(42.088045, -77.781386)"
